"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"ID4200073","FAMILY RENTALS","Region 10","Idaho","Community water system","State","Ground water","Active","-","65","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","02-JUN-2003","SOX","State Compliance achieved","-","-","3","22-MAR-2003"
"ID3140109","SHIPMAN PLACE SUBD","Region 10","Idaho","Community water system","State","Ground water","Active","-","40","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","29-MAY-2002","Returned to Compliance","29-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"AK2223145","SCOTWOOD ESTATES WATER SYSTEM","Region 10","Alaska","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","27-JUL-2012","SOX","State Compliance achieved","-","-","2","28-FEB-2006"
"ID5070072","USFS SNRA HEAD QUARTERS BLDG","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","130","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","25-JUN-2001","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"OR4191799","A1 KENNEDY ALTERNATIVE 45J3","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","100","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","19-JUN-2000","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"OR4191826","LATHAM ELEMENTARY SD 45J3","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","150","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","19-JUN-2000","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5331400","HARRAH WATER SYSTEM","Region 10","Washington","Community water system","State","Ground water","Active","-","1,304","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"OR4100452","LAFAYETTE, CITY OF","Region 10","Oregon","Community water system","State","Ground water","Active","-","4,095","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","04-FEB-2004","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5383150","SPRAGUE CITY OF","Region 10","Washington","Community water system","State","Ground water","Active","-","570","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Open","-","-","-","-","-","3","16-FEB-2002"
"WA5346219","LAURA LEE MOBILE HOME PARK","Region 10","Washington","Community water system","State","Ground water","Active","-","72","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2003","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5326000","FORKS MUNICIPAL WATER DEPT","Region 10","Washington","Community water system","State","Ground water","Active","-","4,483","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2006","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5348345","LOST LAKE PROPERTY OWNERS ASSN","Region 10","Washington","Community water system","State","Ground water","Active","-","736","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2008","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"ID7260067","IDAHOAN FOODS LEWISVILLE OFFICE &PCKGING","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","170","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"WA5372250","RICHLAND CITY OF","Region 10","Washington","Community water system","State","Surface water","Active","-","57,303","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5347421","CRYSTAL CREEK","Region 10","Washington","Community water system","State","Ground water","Active","-","123","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5368370","POLNELL HEIGHTS WATER ASSOCIATION","Region 10","Washington","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Open","-","-","-","-","-","3","16-FEB-2002"
"WA5368373","POLNELL SHORES COMM ORG INC","Region 10","Washington","Community water system","State","Ground water","Active","-","195","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5351730","MARINERS COVE BEACH CLUB INC","Region 10","Washington","Community water system","State","Ground water","Active","-","300","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"ID3440025","IDAHO TIMBER CORP","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","36","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2000","16-MAY-2002","Returned to Compliance","16-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"WA5379540","SKAMANIA ELEMENTARY SCHOOL","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","91","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5380205","SKYLINE MOBILE HOME PARK","Region 10","Washington","Community water system","State","Ground water","Active","-","340","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5340051","BONNEVILLE DAM POWER HOUSE 2","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","62","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5351845","MARSHALL COMMUNITY WATER ASSN","Region 10","Washington","Community water system","State","Ground water","Active","-","74","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-SEP-2008","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5372400","RIDGEFIELD PUBLIC WORKS","Region 10","Washington","Community water system","State","Ground water","Active","-","13,881","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2007","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5301270","ALDERWOOD ESTATES","Region 10","Washington","Community water system","State","Ground water","Active","-","635","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2009","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5373401","Rock Island Water Dept City of","Region 10","Washington","Community water system","State","Ground water","Active","-","2,191","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5356700","TILTON RIVER MOBILE HOME PARK","Region 10","Washington","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUL-2004","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5372750","RIVER BEND HOA","Region 10","Washington","Community water system","State","Ground water","Active","-","1,603","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5374371","ROSEDALE HEIGHTS TRAILER PARK","Region 10","Washington","Community water system","State","Ground water","Active","-","435","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5346316","SUGARLOAF WATER SYSTEM","Region 10","Washington","Community water system","State","Ground water","Active","-","448","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5381048","SNOQUALMIE PASS UTILITY DISTRICT","Region 10","Washington","Community water system","State","Ground water","Active","-","5,489","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Open","-","-","-","-","-","3","16-FEB-2002"
"WA5372935","Riverside Village MHP","Region 10","Washington","Community water system","State","Ground water","Active","-","221","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5343290","LISECC","Region 10","Washington","Community water system","State","Surface water","Active","-","333","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5357864","ROCHESTER HIGH SCHOOL","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","1,275","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5354370","METHOW WATER SYSTEM INC","Region 10","Washington","Community water system","State","Ground water","Active","-","35","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5366450","PATEROS WATER DEPARTMENT","Region 10","Washington","Community water system","State","Ground water","Active","-","1,149","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5384898","SUMMERHILL","Region 10","Washington","Community water system","State","Ground water","Active","-","42","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5386284","SUN TIDES VISTA HOMEOWNERS ASSN","Region 10","Washington","Community water system","State","Ground water","Active","-","350","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"OR4105308","OXBERG WATER SYSTEM #1","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","21-JUN-2000","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5393343","PUD #1 OF ASOTIN COUNTY","Region 10","Washington","Community water system","State","Ground water","Active","-","19,264","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-AUG-2008","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5359994","NORTH BAINBRIDGE WATER CO","Region 10","Washington","Community water system","State","Ground water","Active","-","5,383","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2005","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5362750","OAKVILLE CITY OF","Region 10","Washington","Community water system","State","Ground water","Active","-","1,325","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-SEP-2007","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5387140","TAMOSHAN","Region 10","Washington","Community water system","State","Ground water","Active","-","260","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5387116","TAHUYEH LAKE COMMUNITY CLUB","Region 10","Washington","Community water system","State","Ground water","Active","-","560","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-JUN-2002","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5392023","Industrial Development Complex","Region 10","Washington","Non-Transient non-community system","State","Ground water","Active","-","52","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-SEP-2008","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"WA5359250","NEWHALEM WATER SYSTEM","Region 10","Washington","Community water system","State","Ground water","Active","-","277","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"OR4100947","HILAND WC - SHADOW WOOD","Region 10","Oregon","Community water system","State","Ground water","Active","-","125","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","10-JAN-2005","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
"WA5361750","NORTHGATE TERRACE COMMUNITY CLUB","Region 10","Washington","Community water system","State","Ground water","Active","-","750","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","01-JAN-2001","Known","-","-","-","-","-","3","16-FEB-2002"
"WA5361850","NORTHPORT WATER SYSTEM","Region 10","Washington","Community water system","State","Ground water","Active","-","290","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","30-SEP-2008","EOX","Federal Compliance achieved","-","-","3","16-FEB-2002"
"OR4191805","ELMIRA HIGH/ELEMENTARY","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Active","-","735","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-2000","-","Returned to Compliance","22-JUL-2011","SOX","State Compliance achieved","-","-","2","20-AUG-1998"
